,search term,actual_words_searched,num_occur,percentage_of_terms,td-idf,word_order,truth
0,params : 10,"['params', ':', '10']","[(21, 33), (26, 27), (29, 24), (17, 15), (23, 13), (14, 11), (25, 11), (2, 10), (20, 9), (19, 6), (11, 5), (27, 5), (10, 4), (0, 3), (7, 3), (12, 3), (16, 2), (24, 2), (28, 2), (30, 2), (1, 1), (3, 1), (5, 1), (8, 1), (9, 1), (15, 1), (18, 1), (22, 1)]","[(10, 1.0), (26, 1.0), (0, 0.6666666666666666), (1, 0.6666666666666666), (2, 0.6666666666666666), (3, 0.6666666666666666), (5, 0.6666666666666666), (9, 0.6666666666666666), (11, 0.6666666666666666), (12, 0.6666666666666666), (14, 0.6666666666666666), (16, 0.6666666666666666), (17, 0.6666666666666666), (19, 0.6666666666666666), (20, 0.6666666666666666), (22, 0.6666666666666666), (24, 0.6666666666666666), (30, 0.6666666666666666), (7, 0.3333333333333333), (8, 0.3333333333333333), (15, 0.3333333333333333), (18, 0.3333333333333333), (21, 0.3333333333333333), (23, 0.3333333333333333), (25, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333), (29, 0.3333333333333333)]","[(17, 0.009309600776524825), (29, 0.0034974350073492737), (26, 0.0022375432966620784), (25, 0.001485594896597095), (16, 0.001452032206677223), (22, 0.001378324988064166), (20, 0.0013602951315545596), (27, 0.001242960970749129), (23, 0.0009709374063112491), (11, 0.0008934847734407396), (3, 0.00073287455505706), (21, 0.0006555122017299755), (2, 0.0006341196231869237), (30, 0.0005604334832789282), (24, 0.00042065069349131023), (12, 0.00040648206983329453), (0, 0.00037896723328491376), (19, 0.0003361560168971102), (18, 0.00031017007710436984), (8, 0.0003092244366253931), (10, 0.0003079444543789518), (14, 0.00030665608307341353), (9, 0.00024729510259439047), (1, 0.00023509092870012185), (28, 0.0002142040448006947), (7, 0.00016690995372429338), (5, 0.00014931538226485607), (15, 0.00014828306317708908)]","[(26, 30), (10, 1), (0, 0), (1, 0), (2, 0), (3, 0), (5, 0), (9, 0), (11, 0), (12, 0), (14, 0), (16, 0), (17, 0), (19, 0), (20, 0), (22, 0), (24, 0), (30, 0)]",26
0,cryptocurrency medium exchange,"['cryptocurrency', 'medium', 'exchange']","[(2, 13), (12, 12), (1, 5), (3, 3), (5, 3), (7, 2), (13, 2), (27, 1), (28, 1), (30, 1), (0, 1), (11, 1), (8, 1)]","[(1, 1.0), (2, 1.0), (12, 1.0), (27, 1.0), (5, 0.6666666666666666), (7, 0.6666666666666666), (13, 0.6666666666666666), (28, 0.6666666666666666), (3, 0.3333333333333333), (30, 0.3333333333333333), (0, 0.3333333333333333), (11, 0.3333333333333333), (8, 0.3333333333333333)]","[(3, 0.004576528790113429), (8, 0.003767232112392987), (12, 0.003699557284026646), (13, 0.0030397346441940953), (27, 0.0030285591491786756), (1, 0.0026745717161577916), (2, 0.0018756980064506886), (7, 0.0013556249400602301), (28, 0.0013048068984845825), (5, 0.0010192346435509208), (30, 0.000583283081092888), (11, 0.0005398362803349885), (0, 0.000381614900194936)]","[(2, 2), (27, 2), (1, 1), (12, 1), (5, 0), (7, 0), (13, 0), (28, 0)]",27
0,"person persons ,","['person', 'persons', ',']","[(14, 2418), (26, 1142), (19, 1029), (21, 458), (2, 446), (10, 436), (0, 385), (5, 304), (20, 284), (12, 270), (11, 204), (1, 166), (24, 161), (30, 122), (7, 103), (9, 100), (23, 95), (29, 77), (13, 74), (28, 69), (25, 67), (17, 51), (16, 43), (3, 38), (27, 33), (18, 24), (22, 22), (4, 19), (8, 16), (15, 14), (6, 11)]","[(1, 1.0), (28, 1.0), (30, 1.0), (0, 0.6666666666666666), (2, 0.6666666666666666), (4, 0.6666666666666666), (5, 0.6666666666666666), (7, 0.6666666666666666), (12, 0.6666666666666666), (20, 0.6666666666666666), (24, 0.6666666666666666), (3, 0.3333333333333333), (6, 0.3333333333333333), (8, 0.3333333333333333), (9, 0.3333333333333333), (10, 0.3333333333333333), (11, 0.3333333333333333), (13, 0.3333333333333333), (14, 0.3333333333333333), (15, 0.3333333333333333), (16, 0.3333333333333333), (17, 0.3333333333333333), (18, 0.3333333333333333), (19, 0.3333333333333333), (21, 0.3333333333333333), (22, 0.3333333333333333), (23, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (27, 0.3333333333333333), (29, 0.3333333333333333)]","[(15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (9, -1.468709595680128e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (2, -1.6796796793118267e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (7, -1.8222955898392585e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (10, -1.99351405534663e-05), (24, -2.0111196352063648e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (12, -2.172722788100453e-05), (23, -2.2562753744535223e-05), (1, -2.3177381868868017e-05), (28, -2.3499973893963646e-05), (18, -2.3671825850374764e-05), (20, -2.549349572168804e-05), (27, -2.608687425974204e-05), (5, -2.6958675466662704e-05), (25, -2.877419177518091e-05), (0, -2.8884280408553646e-05), (21, -2.893029989479066e-05), (13, -2.935684921726981e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05), (14, -4.0034610913606734e-05), (26, -5.6207491572618445e-05)]","[(28, 4), (1, 1), (7, 1), (30, 1), (0, 0), (2, 0), (4, 0), (5, 0), (12, 0), (20, 0), (24, 0)]",28
0,visual nervous system,"['visual', 'nervous', 'system']","[(12, 22), (14, 17), (2, 14), (19, 13), (23, 13), (24, 10), (21, 9), (1, 9), (5, 9), (20, 7), (0, 6), (9, 4), (28, 4), (7, 3), (22, 2), (29, 2), (10, 1), (17, 1), (6, 1), (11, 1), (13, 1), (30, 1)]","[(14, 1.0), (21, 1.0), (29, 1.0), (0, 0.6666666666666666), (9, 0.6666666666666666), (19, 0.6666666666666666), (17, 0.6666666666666666), (10, 0.3333333333333333), (22, 0.3333333333333333), (1, 0.3333333333333333), (2, 0.3333333333333333), (5, 0.3333333333333333), (6, 0.3333333333333333), (7, 0.3333333333333333), (11, 0.3333333333333333), (12, 0.3333333333333333), (13, 0.3333333333333333), (20, 0.3333333333333333), (23, 0.3333333333333333), (24, 0.3333333333333333), (28, 0.3333333333333333), (30, 0.3333333333333333)]","[(22, 0.006869525093425778), (23, 0.004190585954759613), (12, 0.0024028471131659406), (28, 0.0018490181874952652), (1, 0.0017055391787902756), (24, 0.0016954107509275914), (6, 0.0015043129068367837), (29, 0.00125791682726869), (5, 0.0010832541938426002), (20, 0.0008528487033750428), (9, 0.0007973680435145794), (21, 0.0007716011560919578), (7, 0.0007203868171522283), (2, 0.0007156201287310903), (0, 0.0006109630926580656), (19, 0.0005871057182052566), (13, 0.0005384441031851219), (17, 0.0005002914924451475), (14, 0.00038202443275778074), (30, 0.0002258798018005697), (10, 0.0001918480923454605), (11, 0.00014404575712060022)]","[(21, 10), (29, 3), (14, 1), (17, 1), (0, 0), (9, 0), (19, 0)]",29
0, led speculation,"['\x96', 'led', 'speculation']","[(15, 51), (23, 17), (17, 6), (2, 2), (30, 2), (1, 1), (4, 1), (8, 1), (12, 1), (28, 1), (0, 1), (3, 1), (7, 1), (11, 1)]","[(28, 1.0), (30, 1.0), (1, 0.6666666666666666), (12, 0.6666666666666666), (2, 0.3333333333333333), (4, 0.3333333333333333), (8, 0.3333333333333333), (15, 0.3333333333333333), (17, 0.3333333333333333), (23, 0.3333333333333333), (0, 0.3333333333333333), (3, 0.3333333333333333), (7, 0.3333333333333333), (11, 0.3333333333333333)]","[(15, 0.08428440521792231), (23, 0.014150842702272673), (17, 0.00775133219079783), (8, 0.003446349424262247), (4, 0.003276529307704397), (28, 0.002462562962750118), (30, 0.002406653380520497), (3, 0.002006274633520442), (1, 0.0010095442102702864), (7, 0.0008154961620617925), (11, 0.0004891903598021216), (12, 0.0003709205347900817), (0, 0.0003458128642564893), (2, 0.00026398940008360975)]","[(30, 2), (1, 0), (12, 0), (28, 0)]",30
0,axiomatizations critical facts must,"['axiomatizations', 'critical', 'facts', 'must']","[(5, 15), (14, 13), (2, 11), (10, 6), (24, 5), (0, 4), (19, 3), (23, 3), (30, 1), (7, 1), (9, 1), (12, 1), (13, 1), (20, 1)]","[(0, 1.0), (2, 0.5), (10, 0.5), (14, 0.5), (19, 0.5), (30, 0.25), (5, 0.25), (7, 0.25), (9, 0.25), (12, 0.25), (13, 0.25), (20, 0.25), (23, 0.25), (24, 0.25)]","[(5, 0.0035809825898847915), (23, 0.0019181198349647992), (24, 0.001681388288072681), (30, 0.0014116885874170082), (2, 0.0011152449826679187), (13, 0.0010679814415261162), (0, 0.0008078798901704884), (10, 0.0007385332395469797), (14, 0.0005794402389881684), (7, 0.00047628574435585984), (9, 0.0003953865719311168), (19, 0.00026873070627073115), (20, 0.00024165569495149803), (12, 0.000216633960070043)]","[(0, 3), (2, 0), (10, 0), (14, 0), (19, 0)]",0
0,touch screen apps .,"['touch', 'screen', 'apps', '.']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (17, 46), (16, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15)]","[(1, 1.0), (2, 0.5), (20, 0.5), (17, 0.5), (0, 0.25), (3, 0.25), (4, 0.25), (5, 0.25), (6, 0.25), (7, 0.25), (8, 0.25), (9, 0.25), (10, 0.25), (11, 0.25), (12, 0.25), (13, 0.25), (14, 0.25), (15, 0.25), (16, 0.25), (18, 0.25), (19, 0.25), (21, 0.25), (22, 0.25), (23, 0.25), (24, 0.25), (25, 0.25), (26, 0.25), (27, 0.25), (28, 0.25), (29, 0.25), (30, 0.25)]","[(26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(1, 3), (2, 0), (20, 0), (17, 0)]",1
0,. `` [ 145,"['.', '``', '[', '145']","[(26, 411), (19, 179), (7, 151), (12, 129), (0, 116), (10, 98), (30, 93), (9, 79), (15, 66), (29, 61), (17, 46), (11, 43), (20, 37), (6, 28), (27, 28), (25, 25), (1, 22), (24, 15), (16, 14), (18, 14), (21, 9), (22, 9), (13, 6), (5, 5), (3, 4), (28, 4), (2, 2), (8, 2), (23, 2), (4, 1), (14, 1)]","[(2, 1.0), (9, 0.75), (12, 0.75), (14, 0.75), (20, 0.75), (21, 0.75), (22, 0.75), (24, 0.75), (25, 0.75), (30, 0.75), (0, 0.5), (1, 0.5), (3, 0.5), (4, 0.5), (5, 0.5), (8, 0.5), (10, 0.5), (11, 0.5), (13, 0.5), (16, 0.5), (18, 0.5), (19, 0.5), (23, 0.5), (26, 0.5), (28, 0.5), (6, 0.25), (7, 0.25), (15, 0.25), (17, 0.25), (27, 0.25), (29, 0.25)]","[(26, 0.03764327224321706), (30, 0.028801485666251774), (18, 0.025696028052242383), (9, 0.02159138344631725), (25, 0.019979553864093735), (12, 0.01931735727344847), (0, 0.016194824977198322), (22, 0.013709827874863911), (16, 0.011233424028186176), (19, 0.011083592061884891), (11, 0.00849226367796221), (10, 0.008338277319475874), (20, 0.006180594079839383), (1, 0.005716055219784531), (13, 0.0044294154839658725), (8, 0.0036596695004718033), (24, 0.0034867494078856063), (3, 0.0032398693553434585), (28, 0.0025351036877608265), (4, 0.0017396689799344224), (21, 0.0010579068121222839), (23, 0.0008839260649151335), (5, 0.000825111077917756), (2, 0.0006389193092980294), (14, 0.00014044417260852986), (17, -1.6955790687682723e-05), (27, -2.213431755372052e-05), (7, -2.671520719084738e-05), (29, -2.8267595200995294e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(19, 49), (0, 24), (2, 24), (11, 12), (30, 12), (1, 9), (18, 9), (20, 7), (12, 4), (13, 4), (10, 3), (14, 3), (22, 3), (28, 3), (9, 2), (8, 1), (23, 1), (26, 1), (3, 0), (4, 0), (5, 0), (16, 0), (21, 0), (24, 0), (25, 0)]",2
0,aghast privacy violated .,"['aghast', 'privacy', 'violated', '.']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (16, 46), (17, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15)]","[(3, 1.0), (1, 0.5), (2, 0.5), (5, 0.5), (7, 0.5), (13, 0.5), (24, 0.5), (0, 0.25), (4, 0.25), (6, 0.25), (8, 0.25), (9, 0.25), (10, 0.25), (11, 0.25), (12, 0.25), (14, 0.25), (15, 0.25), (16, 0.25), (17, 0.25), (18, 0.25), (19, 0.25), (20, 0.25), (21, 0.25), (22, 0.25), (23, 0.25), (25, 0.25), (26, 0.25), (27, 0.25), (28, 0.25), (29, 0.25), (30, 0.25)]","[(26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(3, 3), (1, 1), (2, 1), (5, 0), (7, 0), (13, 0), (24, 0)]",3
0,blockchain technology security model,"['blockchain', 'technology', 'security', 'model']","[(26, 67), (14, 48), (21, 23), (27, 13), (2, 11), (6, 10), (20, 9), (5, 6), (25, 6), (24, 5), (19, 4), (22, 4), (29, 4), (13, 3), (17, 3), (3, 2), (30, 2), (0, 2), (18, 2), (23, 2), (10, 2), (1, 1), (4, 1), (7, 1), (8, 1), (12, 1), (28, 1), (9, 1)]","[(4, 1.0), (7, 1.0), (12, 1.0), (1, 0.75), (2, 0.75), (5, 0.75), (8, 0.75), (30, 0.75), (20, 0.75), (6, 0.5), (13, 0.5), (27, 0.5), (28, 0.5), (0, 0.5), (14, 0.5), (24, 0.5), (3, 0.25), (17, 0.25), (18, 0.25), (23, 0.25), (9, 0.25), (10, 0.25), (19, 0.25), (21, 0.25), (22, 0.25), (25, 0.25), (26, 0.25), (29, 0.25)]","[(6, 0.02270699922599735), (27, 0.021054063252928423), (26, 0.0067559646560242685), (22, 0.00670836220788348), (25, 0.005279150552408971), (18, 0.004041429220039895), (29, 0.003797549870554729), (8, 0.003156046505337066), (21, 0.0029764580066510035), (13, 0.002438279252680896), (3, 0.002343505835251639), (17, 0.002265509751348078), (4, 0.0019152860216710807), (5, 0.0017077535118238509), (20, 0.0016551525458638199), (14, 0.0016281897596957442), (23, 0.00152457032952954), (2, 0.0013296375281709638), (24, 0.0012795772220691767), (30, 0.0010683005714660038), (28, 0.0006977546752655996), (1, 0.0004481312786798951), (7, 0.00036246499038756054), (0, 0.0003074080844273193), (9, 0.00030089876023521074), (19, 0.00027268077064955033), (10, 0.00018734722922498522), (12, 0.00016486369198516037)]","[(7, 11), (6, 8), (27, 8), (5, 7), (4, 3), (13, 2), (2, 1), (8, 1), (0, 0), (1, 0), (12, 0), (14, 0), (20, 0), (24, 0), (28, 0), (30, 0)]",4
0,"mining bitcoin , users","['mining', 'bitcoin', ',', 'users']","[(14, 2418), (26, 1142), (19, 1029), (21, 458), (10, 436), (20, 284), (11, 204), (24, 161), (30, 122), (9, 100), (29, 77), (25, 67), (17, 51), (16, 43), (3, 38), (27, 33), (5, 24), (18, 24), (22, 22), (4, 19), (8, 16), (15, 16), (2, 15), (12, 6), (0, 3), (1, 3), (7, 3), (6, 2), (28, 2), (13, 1), (23, 1)]","[(1, 1.0), (2, 1.0), (5, 1.0), (7, 1.0), (12, 1.0), (0, 0.75), (30, 0.75), (6, 0.75), (13, 0.75), (28, 0.75), (20, 0.5), (3, 0.5), (4, 0.5), (8, 0.5), (24, 0.5), (27, 0.5), (15, 0.5), (23, 0.5), (9, 0.25), (10, 0.25), (11, 0.25), (14, 0.25), (16, 0.25), (17, 0.25), (18, 0.25), (19, 0.25), (21, 0.25), (22, 0.25), (25, 0.25), (26, 0.25), (29, 0.25)]","[(15, 0.024214812953229418), (6, 0.00711466153780452), (5, 0.0068310140472954035), (28, 0.0021862370723348627), (2, 0.001813142083869496), (7, 0.0017035379930069516), (12, 0.0015496755295667031), (1, 0.0013443938360396853), (13, 0.001273288134994536), (23, 0.00076228516476477), (0, 0.0007223888721218127), (9, -1.468709595680128e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (10, -1.99351405534663e-05), (24, -2.0111196352063648e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (18, -2.3671825850374764e-05), (20, -2.549349572168804e-05), (27, -2.608687425974204e-05), (25, -2.877419177518091e-05), (21, -2.893029989479066e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05), (14, -4.0034610913606734e-05), (26, -5.6207491572618445e-05)]","[(2, 14), (5, 13), (12, 7), (13, 4), (23, 4), (30, 4), (28, 3), (20, 2), (0, 1), (1, 1), (7, 1), (8, 1), (27, 1), (3, 0), (4, 0), (6, 0), (15, 0), (24, 0)]",5
0,imagined world necessary validate,"['imagined', 'world', 'necessary', 'validate']","[(12, 4), (14, 4), (17, 4), (5, 3), (21, 3), (7, 2), (10, 2), (6, 1), (0, 1), (1, 1), (2, 1), (3, 1), (15, 1), (16, 1), (23, 1), (30, 1), (9, 1), (20, 1)]","[(6, 1.0), (2, 0.75), (12, 0.75), (0, 0.5), (1, 0.5), (3, 0.5), (5, 0.5), (7, 0.5), (14, 0.5), (23, 0.5), (15, 0.25), (16, 0.25), (17, 0.25), (30, 0.25), (9, 0.25), (10, 0.25), (20, 0.25), (21, 0.25)]","[(6, 0.005637671669890138), (17, 0.003630701001765626), (3, 0.0022139844209690014), (7, 0.0017998491014130885), (12, 0.0016372878801776745), (5, 0.001353227211386882), (15, 0.0011611342750529685), (16, 0.001061785887882661), (23, 0.00076228516476477), (21, 0.0006082157777617847), (9, 0.00047139492429442516), (1, 0.0004481312786798951), (30, 0.00040981209707751835), (10, 0.00029350248192530696), (20, 0.0002881111198860444), (0, 0.0002407962907072709), (14, 0.00021256329645802006), (2, 0.00019156497617211935)]","[(6, 3), (0, 0), (1, 0), (2, 0), (3, 0), (5, 0), (7, 0), (12, 0), (14, 0), (23, 0)]",6
0,laws arent appropriately defined,"['laws', 'aren\x92t', 'appropriately', 'defined']","[(20, 4), (19, 3), (7, 2), (12, 2), (14, 2), (2, 2), (23, 2), (10, 1), (11, 1), (9, 1), (21, 1)]","[(7, 1.0), (12, 0.5), (14, 0.5), (10, 0.25), (11, 0.25), (2, 0.25), (9, 0.25), (19, 0.25), (20, 0.25), (21, 0.25), (23, 0.25)]","[(23, 0.0018198116831589098), (20, 0.0013756216341384911), (7, 0.0013556249400602301), (11, 0.0007673731904324981), (12, 0.0006165928806711076), (9, 0.0005626831206124315), (19, 0.00038243643852209835), (10, 0.00033059925230002294), (2, 0.0002885689240693367), (21, 0.00024200002602132778), (14, 0.00012686366867196096)]","[(7, 3), (12, 0), (14, 0)]",7
0,take commission either form,"['take', 'commission', 'either', 'form']","[(12, 7), (2, 6), (20, 6), (1, 5), (7, 5), (10, 5), (14, 4), (16, 3), (19, 3), (0, 3), (5, 2), (9, 2), (21, 2), (26, 2), (23, 2), (30, 2), (8, 1), (17, 1), (24, 1), (11, 1), (25, 1), (13, 1)]","[(1, 1.0), (8, 1.0), (2, 0.75), (5, 0.75), (12, 0.75), (14, 0.75), (19, 0.75), (7, 0.5), (9, 0.5), (10, 0.5), (21, 0.5), (24, 0.5), (0, 0.5), (20, 0.5), (23, 0.5), (16, 0.25), (17, 0.25), (26, 0.25), (11, 0.25), (25, 0.25), (30, 0.25), (13, 0.25)]","[(16, 0.0029088391397317213), (8, 0.002211190728170048), (7, 0.0019892225969275253), (1, 0.0015698496944583891), (25, 0.0013784064630500102), (12, 0.0012666900977740595), (20, 0.0012111392577341092), (30, 0.0010683005714660038), (23, 0.0010681451529304504), (13, 0.0008920917082900071), (17, 0.0008288806386740295), (9, 0.0006605378495808523), (10, 0.0005140846036573403), (2, 0.0005081297703221222), (0, 0.0005061204178923766), (24, 0.00040092302623956534), (5, 0.00039882901228472685), (11, 0.0003406328574368403), (21, 0.00028408560863289295), (19, 0.00022447247255950967), (26, 0.00022135527509225568), (14, 0.0001489261927802414)]","[(8, 3), (0, 0), (1, 0), (2, 0), (5, 0), (7, 0), (9, 0), (10, 0), (12, 0), (14, 0), (19, 0), (20, 0), (21, 0), (23, 0), (24, 0)]",8
0,et al . (,"['et', 'al', '.', '(']","[(14, 729), (26, 258), (10, 179), (19, 152), (21, 129), (11, 91), (0, 75), (20, 55), (2, 45), (9, 30), (6, 28), (25, 28), (12, 27), (4, 25), (29, 21), (1, 20), (15, 17), (5, 16), (30, 13), (16, 10), (24, 9), (22, 8), (17, 5), (18, 5), (3, 4), (8, 4), (23, 4), (28, 2), (7, 1), (13, 1), (27, 1)]","[(9, 1.0), (10, 1.0), (11, 1.0), (14, 1.0), (19, 1.0), (21, 1.0), (0, 0.75), (1, 0.5), (2, 0.5), (3, 0.5), (5, 0.5), (7, 0.5), (8, 0.5), (12, 0.5), (13, 0.5), (15, 0.5), (16, 0.5), (17, 0.5), (18, 0.5), (20, 0.5), (22, 0.5), (23, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (28, 0.5), (29, 0.5), (30, 0.5), (4, 0.25), (6, 0.25)]","[(26, 0.0026121508375969893), (14, 0.0024828889132693377), (25, 0.0024736417814265528), (29, 0.002001837260615669), (11, 0.001986686797636347), (10, 0.0016835898124437504), (21, 0.0016762068584775824), (15, 0.001648965362545572), (22, 0.0013471392152656569), (0, 0.0011574774311206143), (19, 0.0010404089719878993), (20, 0.0010156034927221954), (18, 0.001014474103239046), (9, 0.0009063744037135738), (16, 0.0008869867159336044), (8, 0.0008091049555101659), (1, 0.0005744294922236676), (12, 0.000446945701471933), (30, 0.0004450494750122997), (17, 0.0003791234648676206), (3, 0.0003581463230868211), (2, 0.0003486218222597516), (5, 0.0002918739899998179), (24, 0.00023126237690414503), (23, 0.00019542446642660855), (27, 0.00016261423125449412), (28, 0.0001401195487895113), (13, 8.160714188417418e-05), (7, 3.6394188892942186e-05), (4, -2.3371639652996823e-05), (6, -3.103368234336073e-05)]","[(14, 249), (19, 35), (9, 19), (10, 12), (21, 8), (12, 6), (1, 5), (11, 5), (20, 5), (5, 3), (29, 3), (2, 2), (3, 2), (0, 1), (15, 1), (24, 1), (26, 1), (28, 1), (7, 0), (8, 0), (13, 0), (16, 0), (17, 0), (18, 0), (22, 0), (23, 0), (25, 0), (27, 0), (30, 0)]",9
0,", since filter size","[',', 'since', 'filter', 'size']","[(10, 81), (16, 43), (27, 33), (18, 24), (22, 22), (4, 19), (8, 16), (21, 12), (6, 11), (2, 10), (19, 7), (26, 7), (9, 5), (14, 5), (7, 4), (15, 4), (5, 3), (13, 3), (28, 3), (0, 2), (11, 2), (24, 2), (1, 1), (3, 1), (12, 1), (17, 1), (20, 1), (23, 1), (25, 1), (29, 1), (30, 1)]","[(9, 1.0), (10, 1.0), (19, 1.0), (1, 0.75), (2, 0.75), (12, 0.75), (14, 0.75), (20, 0.75), (21, 0.75), (24, 0.75), (25, 0.75), (26, 0.75), (0, 0.5), (3, 0.5), (5, 0.5), (7, 0.5), (11, 0.5), (13, 0.5), (15, 0.5), (17, 0.5), (23, 0.5), (28, 0.5), (29, 0.5), (30, 0.5), (4, 0.25), (6, 0.25), (8, 0.25), (16, 0.25), (18, 0.25), (22, 0.25), (27, 0.25)]","[(10, 0.00911985871491844), (15, 0.0025599710870731233), (21, 0.001866547224761999), (9, 0.0018083238709841317), (13, 0.0016153323095553656), (28, 0.0013867636406214492), (29, 0.001141114718586538), (25, 0.0010575443996487758), (7, 0.0009605157562029711), (2, 0.0009273888885289941), (26, 0.0008483917150852455), (5, 0.0006551134265627418), (24, 0.0006151943021969254), (3, 0.0005907625585553361), (19, 0.0005735593633502129), (17, 0.0005002914924451475), (1, 0.00034381638274295695), (23, 0.0003223527657507394), (11, 0.00028809151424120043), (30, 0.0002258798018005697), (20, 0.0002210453226095827), (14, 0.00020385416943948426), (0, 0.00020365436421935522), (12, 0.00019815764574257247), (6, -1.2191803777748856e-05), (8, -1.5733103766407616e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (16, -1.8541084184610045e-05), (18, -2.3671825850374764e-05), (27, -2.608687425974204e-05)]","[(10, 22), (19, 6), (11, 3), (14, 3), (24, 3), (13, 2), (20, 1), (26, 1), (28, 1), (0, 0), (1, 0), (2, 0), (3, 0), (5, 0), (7, 0), (9, 0), (12, 0), (15, 0), (17, 0), (21, 0), (23, 0), (25, 0), (29, 0), (30, 0)]",10
